Summary: {Weight} {token}: {words[0:10]}
0.2007246    2 fashionable    : 今い, 今めかしい
0.1811863    1 stylish        : 今い
0.1658049    1 hip            : 今い
0.1520163    4 current        : 今い, 今茲, 今カノ, 今様
0.0238437    8 moment         : 今さっき, ただ今, 只今, 唯今, 即今, 今しがた, 今し方, 今方
0.0221824   16 present        : 今世, 目今, 方今, 当今, 今昔, 今次, 今上, 現今, ただ今, 只今, ...
0.0213830    3 today          : 今日明日, 昨日今日, 今日
0.0133259    8 nowadays       : 方今, 当今, 今日び, 今日日, 昨今, 今日, 今どき, 今時
0.0131489    7 day            : 今日明日, 今世, 今どき, 今時, 現今, 今度, 今日
0.0130108    1 tomorrow       : 今日明日
0.0126364    1 yesterday      : 昨日今日
0.0122652    4 hereafter      : 而今, 爾今, 自今, 今後
0.0104891   10 time           : 今度, 方今, 今般, 今次, 今回, 今どき, 今時, 今ごろ, 今頃, 今
0.0104156    4 year           : 今茲, 今春, 今秋, 今年
0.0091275    5 modern         : 今作, 今様, 古今, 今どき, 今時
0.0067134    5 evening        : 今晩は, 今夕, 今夜, 今晩, 今宵
0.0066599    4 morning        : 今朝がた, 今朝方, 今暁, 今朝
0.0055668    4 tonight        : 今夕, 今夜, 今晩, 今宵
0.0052863    2 two            : 今日明日, 今様
0.0049877    4 days           : 当今, 今日, 今どき, 今時
0.0045022    3 minute         : ただ今, 只今, 唯今
0.0044758    1 work           : 今作
0.0037393    2 world          : 今世, 今生
0.0035324    3 home           : ただ今, 只今, 唯今
0.0034651    2 life           : 今世, 今生
0.0034211    3 times          : 古今, 今どき, 今時
0.0031998    1 periodical     : 今号
0.0031702    1 generation     : 今世
0.0031197    1 based          : 今作
0.0029647    3 last           : 今際, 今冬, 今夏
0.0029606    1 title          : 今作
0.0029205    2 good           : 今晩は, 今一
0.0028172    1 winter         : 今冬
0.0028167    1 summer         : 今夏
0.0027566    3 next           : 今度, 今冬, 今夏
0.0027460    1 emperor        : 今上
0.0026188    2 afresh         : 今さら, 今更
0.0024417    1 style          : 今様
0.0024050    2 past           : 今昔, 古今
0.0022896    1 old            : 今作
0.0022201    2 anew           : 今さら, 今更
0.0022174    1 prince         : 今宮
0.0022089    1 issue          : 今号
0.0021028    1 born           : 今宮
0.0020657    1 contemporary   : 今様
0.0019194    1 branch         : 今宮
0.0019188    1 autumn         : 今秋
0.0018882    1 number         : 今号
0.0018025    1 divided        : 今様
0.0017882    1 recent         : 今次
0.0017357    2 late           : 今さら, 今更
0.0016920    1 imperial       : 今宮
0.0016867    1 shrine         : 今宮
0.0016824    1 dawn           : 今暁
0.0016647    1 spring         : 今春
0.0016242    2 stage          : 今さら, 今更
0.0016160    1 fashion        : 今様
0.0016100    1 verse          : 今様
0.0015614    1 hour           : 今際
0.0013319    1 age            : 現今
0.0012867    1 new            : 今次
0.0011840    1 week           : 今週
0.0011768    1 form           : 今様
0.0011245    1 death          : 今際
0.0009177    1 season         : 今季
0.0009134    1 term           : 今期
0.0008627    1 month          : 今月
0.0008469    1 ancient        : 古今
0.0008157    1 fall           : 今秋
0.0007672    1 right          : 今一
0.0006298    1 one            : 今際

--------------------------------------------------------------------------------

TOKEN[ 1]: 0.2007246    2 fashionable
	hereafter WORD[12,   2]: 0.0020254 爾今
	hereafter WORD[12,   3]: 0.0020254 自今
	hereafter WORD[12,   4]: 0.0012651 今後
TOKEN[13]: 0.0104891   10 time
	time WORD[13,   1]: 0.0020633 今度
	time WORD[13,   2]: 0.0012568 方今
	time WORD[13,   3]: 0.0010911 今般
	time WORD[13,   4]: 0.0010905 今次
	time WORD[13,   5]: 0.0006876 今回
	time WORD[13,   6]: 0.0006143 今どき
	time WORD[13,   7]: 0.0006143 今時
	time WORD[13,   8]: 0.0006142 今ごろ
	time WORD[13,   9]: 0.0006142 今頃
	time WORD[13,  10]: 0.0006142 今
TOKEN[14]: 0.0104156    4 year
	year WORD[14,   1]: 0.0079435 今茲
	year WORD[14,   2]: 0.0008252 今春
	year WORD[14,   3]: 0.0008252 今秋
	year WORD[14,   4]: 0.0008217 今年
TOKEN[15]: 0.0091275    5 modern
	modern WORD[15,   1]: 0.0033972 今作
	modern WORD[15,   2]: 0.0016223 今様
	modern WORD[15,   3]: 0.0011103 古今
	modern WORD[15,   4]: 0.0009992 今どき
	modern WORD[15,   5]: 0.0009992 今時
TOKEN[16]: 0.0067134    5 evening
	evening WORD[16,   1]: 0.0029633 今晩は
	evening WORD[16,   2]: 0.0009380 今夕
	evening WORD[16,   3]: 0.0009380 今夜
	evening WORD[16,   4]: 0.0009379 今晩
	evening WORD[16,   5]: 0.0009362 今宵
TOKEN[17]: 0.0066599    4 morning
	morning WORD[17,   1]: 0.0021088 今朝がた
	morning WORD[17,   2]: 0.0021088 今朝方
	morning WORD[17,   3]: 0.0015052 今暁
	morning WORD[17,   4]: 0.0009370 今朝
TOKEN[18]: 0.0055668    4 tonight
	tonight WORD[18,   1]: 0.0013924 今夕
	tonight WORD[18,   2]: 0.0013924 今夜
	tonight WORD[18,   3]: 0.0013922 今晩
	tonight WORD[18,   4]: 0.0013898 今宵
TOKEN[19]: 0.0052863    2 two
	two WORD[19,   1]: 0.0040937 今日明日
	two WORD[19,   2]: 0.0011927 今様
TOKEN[20]: 0.0049877    4 days
	days WORD[20,   1]: 0.0015661 当今
	days WORD[20,   2]: 0.0009086 今日
	days WORD[20,   3]: 0.0008377 今どき
	days WORD[20,   4]: 0.0008377 今時
TOKEN[21]: 0.0045022    3 minute
	minute WORD[21,   1]: 0.0011256 ただ今
	minute WORD[21,   2]: 0.0011256 只今
	minute WORD[21,   3]: 0.0011256 唯今
TOKEN[22]: 0.0044758    1 work
	work WORD[22,   1]: 0.0044758 今作
TOKEN[23]: 0.0037393    2 world
	world WORD[23,   1]: 0.0024105 今世
	world WORD[23,   2]: 0.0013288 今生
TOKEN[24]: 0.0035324    3 home
	home WORD[24,   1]: 0.0008831 ただ今
	home WORD[24,   2]: 0.0008831 只今
	home WORD[24,   3]: 0.0008831 唯今
TOKEN[25]: 0.0034651    2 life
	life WORD[25,   1]: 0.0022337 今世
	life WORD[25,   2]: 0.0012313 今生
TOKEN[26]: 0.0034211    3 times
	times WORD[26,   1]: 0.0009246 古今
	times WORD[26,   2]: 0.0008322 今どき
	times WORD[26,   3]: 0.0008322 今時
TOKEN[27]: 0.0031998    1 periodical
	periodical WORD[27,   1]: 0.0031998 今号
TOKEN[28]: 0.0031702    1 generation
	generation WORD[28,   1]: 0.0031702 今世
TOKEN[29]: 0.0031197    1 based
	based WORD[29,   1]: 0.0031197 今作
TOKEN[30]: 0.0029647    3 last
	last WORD[30,   1]: 0.0012482 今際
	last WORD[30,   2]: 0.0008583 今冬
	last WORD[30,   3]: 0.0008582 今夏
TOKEN[31]: 0.0029606    1 title
	title WORD[31,   1]: 0.0029606 今作
TOKEN[32]: 0.0029205    2 good
	good WORD[32,   1]: 0.0022769 今晩は
	good WORD[32,   2]: 0.0006435 今一
TOKEN[33]: 0.0028172    1 winter
	winter WORD[33,   1]: 0.0028172 今冬
TOKEN[34]: 0.0028167    1 summer
	summer WORD[34,   1]: 0.0028167 今夏
TOKEN[35]: 0.0027566    3 next
	next WORD[35,   1]: 0.0009189 今度
	next WORD[35,   2]: 0.0009189 今冬
	next WORD[35,   3]: 0.0009188 今夏
TOKEN[36]: 0.0027460    1 emperor
	emperor WORD[36,   1]: 0.0027460 今上
TOKEN[37]: 0.0026188    2 afresh
	afresh WORD[37,   1]: 0.0013094 今さら
	afresh WORD[37,   2]: 0.0013094 今更
TOKEN[38]: 0.0024417    1 style
	style WORD[38,   1]: 0.0024417 今様
TOKEN[39]: 0.0024050    2 past
	past WORD[39,   1]: 0.0014792 今昔
	past WORD[39,   2]: 0.0009258 古今
TOKEN[40]: 0.0022896    1 old
	old WORD[40,   1]: 0.0022896 今作
TOKEN[41]: 0.0022201    2 anew
	anew WORD[41,   1]: 0.0011101 今さら
	anew WORD[41,   2]: 0.0011101 今更
TOKEN[42]: 0.0022174    1 prince
	prince WORD[42,   1]: 0.0022174 今宮
TOKEN[43]: 0.0022089    1 issue
	issue WORD[43,   1]: 0.0022089 今号
TOKEN[44]: 0.0021028    1 born
	born WORD[44,   1]: 0.0021028 今宮
TOKEN[45]: 0.0020657    1 contemporary
	contemporary WORD[45,   1]: 0.0020657 今様
TOKEN[46]: 0.0019194    1 branch
	branch WORD[46,   1]: 0.0019194 今宮
TOKEN[47]: 0.0019188    1 autumn
	autumn WORD[47,   1]: 0.0019188 今秋
TOKEN[48]: 0.0018882    1 number
	number WORD[48,   1]: 0.0018882 今号
TOKEN[49]: 0.0018025    1 divided
	divided WORD[49,   1]: 0.0018025 今様
TOKEN[50]: 0.0017882    1 recent
	recent WORD[50,   1]: 0.0017882 今次
TOKEN[51]: 0.0017357    2 late
	late WORD[51,   1]: 0.0008678 今さら
	late WORD[51,   2]: 0.0008678 今更
TOKEN[52]: 0.0016920    1 imperial
	imperial WORD[52,   1]: 0.0016920 今宮
TOKEN[53]: 0.0016867    1 shrine
	shrine WORD[53,   1]: 0.0016867 今宮
TOKEN[54]: 0.0016824    1 dawn
	dawn WORD[54,   1]: 0.0016824 今暁
TOKEN[55]: 0.0016647    1 spring
	spring WORD[55,   1]: 0.0016647 今春
TOKEN[56]: 0.0016242    2 stage
	stage WORD[56,   1]: 0.0008121 今さら
	stage WORD[56,   2]: 0.0008121 今更
TOKEN[57]: 0.0016160    1 fashion
	fashion WORD[57,   1]: 0.0016160 今様
TOKEN[58]: 0.0016100    1 verse
	verse WORD[58,   1]: 0.0016100 今様
TOKEN[59]: 0.0015614    1 hour
	hour WORD[59,   1]: 0.0015614 今際
TOKEN[60]: 0.0013319    1 age
	age WORD[60,   1]: 0.0013319 現今
TOKEN[61]: 0.0012867    1 new
	new WORD[61,   1]: 0.0012867 今次
TOKEN[62]: 0.0011840    1 week
	week WORD[62,   1]: 0.0011840 今週
TOKEN[63]: 0.0011768    1 form
	form WORD[63,   1]: 0.0011768 今様
TOKEN[64]: 0.0011245    1 death
	death WORD[64,   1]: 0.0011245 今際
TOKEN[65]: 0.0009177    1 season
	season WORD[65,   1]: 0.0009177 今季
TOKEN[66]: 0.0009134    1 term
	term WORD[66,   1]: 0.0009134 今期
TOKEN[67]: 0.0008627    1 month
	month WORD[67,   1]: 0.0008627 今月
TOKEN[68]: 0.0008469    1 ancient
	ancient WORD[68,   1]: 0.0008469 古今
TOKEN[69]: 0.0008157    1 fall
	fall WORD[69,   1]: 0.0008157 今秋
TOKEN[70]: 0.0007672    1 right
	right WORD[70,   1]: 0.0007672 今一
TOKEN[71]: 0.0006298    1 one
	one WORD[71,   1]: 0.0006298 今際
